taxa	sample_30099	sample_30104	sample_30114	sample_30170	sample_30189	sample_30206	sample_30208	sample_30213	sample_30220	sample_30221	sample_30225	sample_30227	sample_30234	sample_30237	sample_30238	sample_30250	sample_30252	sample_30254	sample_30267	sample_30284	sample_30298	sample_30309	sample_30327	sample_30367	sample_30369	sample_30371	sample_30373	sample_30374	sample_30380	sample_30381	sample_30383	sample_30394	sample_30398	sample_30399	sample_30401	sample_30417	sample_30418	sample_30423	sample_30433	sample_30445	sample_30446	sample_30453	sample_30455	sample_30458	sample_30460	sample_30467	sample_30471	sample_30482	sample_30483	sample_30487	sample_30488	sample_30489	sample_30496	sample_30497	sample_30498	sample_30501	sample_30502	sample_30516	sample_30517	sample_30518	sample_30523	sample_30525	sample_30526	sample_30533	sample_30534	sample_30535	sample_30537	sample_30539	sample_30540	sample_30558	sample_30563	sample_30566	sample_30567	sample_30571	sample_30577	sample_30580	sample_30582	sample_30585	sample_30587	sample_30588	sample_30590	sample_30597	sample_30598	sample_30599	sample_30603	sample_30617	sample_30621	sample_30622	sample_30625	sample_30626	sample_30627	sample_30629	sample_30632	sample_30640	sample_30641	sample_30654	sample_30655	sample_30658	sample_30659	sample_30667	sample_30675	sample_30677	sample_30679	sample_30680	sample_30681	sample_30683	sample_30686	sample_30687	sample_30690	sample_30692	sample_30693	sample_30694	sample_30695	sample_30696	sample_30698	sample_30700	sample_30701	sample_30704	sample_30705	sample_30706	sample_30709	sample_30710	sample_30711	sample_30713	sample_30717	sample_30718	sample_30721	sample_30722	sample_30724	sample_30725	sample_30727	sample_30728	sample_30729	sample_30733	sample_30735	sample_30736	sample_30737	sample_30740	sample_30741	sample_30742	sample_30751	sample_30752	sample_30753	sample_30757	sample_30764	sample_30766	sample_30767	sample_30768	sample_30769	sample_30770	sample_30772	sample_30773	sample_30774	sample_30776	sample_30778	sample_30779	sample_30780	sample_30781	sample_30782	sample_30783	sample_30784	sample_30785	sample_30792	sample_30793	sample_30798	sample_30799	sample_30800	sample_30802	sample_30804	sample_30806	sample_30810	sample_30814	sample_30815	sample_30817	sample_30818	sample_30819	sample_30823	sample_30828	sample_30830	sample_30835	sample_30836	sample_30837	sample_30841	sample_30843	sample_30844	sample_30845	sample_30847	sample_30850	sample_30851	sample_30852	sample_30855	sample_30858	sample_30859	sample_30860	sample_30862	sample_30864	sample_30865	sample_30867	sample_30874	sample_30875	sample_30878	sample_30881	sample_30883	sample_30884	sample_30885	sample_30886	sample_30890	sample_30892	sample_30896	sample_30897	sample_30899	sample_30900	sample_30901	sample_30903	sample_30905	sample_30907	sample_30910	sample_30912	sample_30913	sample_30916	sample_30917	sample_30918	sample_30919	sample_30920	sample_30923	sample_30925	sample_30927	sample_30928	sample_30929	sample_30931	sample_30940	sample_30942	sample_30944	sample_30945	sample_30949	sample_30950	sample_30956	sample_30957	sample_30958	sample_30961	sample_30964	sample_30965	sample_30968	sample_30974	sample_30977	sample_30979	sample_30982	sample_30986	sample_30992	sample_30993	sample_30994	sample_30995	sample_30996	sample_30997	sample_30998	sample_31000	sample_31001	sample_31003	sample_31004	sample_31009	sample_31024	sample_31025	sample_31026	sample_31032	sample_31040	sample_31043	sample_31047	sample_31054	sample_31058	sample_31062	sample_31065	sample_31069	sample_31071	sample_31072	sample_31076	sample_31079	sample_31081	sample_31083	sample_31085	sample_31088	sample_31089	sample_31095	sample_31096	sample_31097	sample_31101	sample_31106	sample_31110	sample_31111	sample_31114	sample_31118	sample_31119	sample_31120	sample_31121	sample_31123	sample_31132	sample_31136	sample_31142	sample_31143	sample_31150	sample_31151	sample_31156	sample_31174	sample_31176	sample_31177	sample_31180	sample_31184	sample_31188	sample_31194	sample_31201	sample_31204	sample_31206	sample_31208	sample_31209	sample_31210	sample_31211	sample_31213	sample_31216	sample_31229	sample_31232	sample_31238	sample_31240	sample_31241	sample_31242	sample_31243	sample_31246	sample_31250	sample_31252	sample_31253	sample_31256	sample_31263	sample_31264	sample_31267	sample_31268	sample_31269	sample_31270	sample_31271	sample_31272	sample_31273	sample_31274	sample_31275	sample_31278	sample_31279	sample_31280	sample_31281	sample_31282	sample_31284	sample_31285	sample_31287	sample_31288	sample_31289	sample_31291	sample_31295	sample_31298	sample_31299	sample_31302	sample_31303	sample_31305	sample_31306	sample_31307	sample_31309	sample_31310	sample_31311	sample_31313	sample_31315	sample_31316	sample_31332	sample_31335	sample_31373	sample_31379	sample_31380	sample_31382	sample_31383	sample_31386	sample_31387	sample_31388	sample_31389	sample_31391	sample_31392	sample_31394	sample_31395	sample_31399	sample_31402	sample_31404	sample_31407	sample_31412	sample_31413	sample_31416	sample_31419	sample_31420	sample_31421	sample_31422	sample_31424	sample_31426	sample_31429	sample_31430	sample_31431	sample_31436	sample_31437	sample_31439	sample_31441	sample_31442	sample_31445	sample_31448	sample_31449	sample_31451	sample_31453	sample_31454	sample_31455	sample_31457	sample_31458	sample_31462	sample_31463	sample_31465	sample_31468	sample_31470	sample_31471	sample_31472	sample_31505	sample_31507	sample_31511	sample_31512	sample_31513	sample_31516	sample_31517	sample_75007	sample_75015	sample_75024	sample_75029	sample_75041	sample_75049
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	284	28	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	1513	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	655	0	0	64	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1714	0	0	63	0	0	0	0	0	0	0	10	0	0	0	0	0	0	46	0	0	0	31	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	37	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	21	0	0	0	0	155
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces	33	38	9	0	58	3	0	15	384	6	31	200	0	19	14	43	56	0	0	0	47	26	0	0	79	104	0	36	52	47	490	62	8	14	100	162	11	0	219	0	12	18	28	16	38	55	51	0	13	86	114	38	121	0	391	12	12	0	63	8	0	66	7	41	4	5	0	15	136	15	852	64	15	78	20	21	0	61	23	5	106	25	2	0	7	13	93	38	0	131	58	21	41	196	11	15	13	58	6	14	5	34	43	46	0	46	37	43	15	180	33	26	107	9	12	62	0	21	27	0	15	0	0	19	66	31	41	41	0	9	0	0	23	0	27	40	21	24	106	147	0	17	173	14	0	0	0	21	25	0	19	27	0	24	14	51	0	0	25	37	43	117	0	0	11	249	340	3	14	11	51	10	71	12	11	138	73	0	24	16	40	0	54	13	4	14	145	207	0	232	7	0	17	111	0	50	147	9	12	80	11	74	0	22	179	0	173	10	21	0	178	13	0	0	33	0	0	386	47	0	16	0	0	0	0	88	32	0	17	7	0	17	113	5	67	0	0	47	13	0	30	0	6	41	71	7	342	100	254	27	11	38	0	29	29	30	71	7	8	244	198	9	0	51	4	0	22	60	88	17	0	0	26	185	17	80	82	4	9	14	0	0	45	0	8	15	0	0	12	18	3	71	5	99	75	2	48	7	0	0	314	0	0	61	0	15	8	0	75	37	17	27	3	11	38	8	26	0	142	0	19	0	0	0	0	17	77	44	82	7	4	17	27	10	13	0	134	11	0	0	70	8	9	0	0	3	2	0	0	0	14	19	0	0	50	44	0	101	15	25	0	55	115	13	68	69	0	26	13	33	11	226	13	59	23	23	0	65	17	10	46	7	150	0	0	23	36	0	0	36	26	28	42	37	0	16	11	26	11	0	0	14	11	10	0	265	0	0	0	11	19	0	0	0	6	0	0	0	0	43	293	8	0	0	41	113	116	56	70	18
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Adlercreutzia	37	313	0	0	0	0	0	0	0	0	22	604	0	0	0	419	0	0	24	0	237	0	5	0	23	0	0	918	113	0	0	208	0	0	0	162	97	55	76	0	0	0	0	29	71	269	0	135	0	30	656	0	258	23	713	24	36	0	0	0	0	118	16	0	0	0	0	0	0	98	0	70	0	13	19	86	0	0	17	0	80	36	0	31	0	109	0	0	0	0	25	0	0	0	226	0	20	0	28	0	0	0	0	19	0	33	0	445	0	0	98	0	0	0	0	170	0	67	0	104	0	0	41	0	0	0	104	136	0	0	195	0	240	14	0	0	108	0	0	0	0	0	0	56	0	0	0	0	0	0	507	30	19	0	79	0	0	0	0	73	98	18	0	188	0	51	65	0	49	44	94	416	148	105	120	0	293	180	0	0	0	0	0	286	55	0	0	0	0	0	65	242	0	52	10	91	0	0	437	345	30	140	0	133	912	0	0	45	17	96	0	0	0	0	0	0	0	364	323	42	0	8	0	10	0	324	35	0	12	0	0	0	93	0	44	13	0	0	10	15	0	45	0	0	17	92	0	0	746	0	20	0	0	228	0	40	215	0	0	0	0	0	0	0	14	0	0	0	0	21	0	0	0	0	51	167	554	84	0	135	0	100	10	0	0	0	78	0	0	0	0	272	0	0	0	0	8	92	0	94	0	0	0	0	0	27	25	0	44	0	60	61	67	0	0	0	0	0	0	0	94	0	0	0	0	172	0	0	0	0	0	0	0	0	62	0	0	0	124	0	0	4	0	10	0	37	0	7	0	0	0	0	0	0	330	104	55	121	0	254	36	0	0	30	7	67	27	0	0	40	49	0	43	0	86	0	0	59	0	0	20	0	0	0	43	61	0	20	0	89	28	0	0	22	0	57	0	18	29	0	0	0	0	0	0	79	0	0	0	0	29	143	0	0	0	0	0	0	0	19	0	0	0	0	0	15	19	0	38	16
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Agathobacter	14123	724	1110	6025	11549	298	1971	3352	3435	2511	489	421	1741	1800	101	832	80	3967	273	8302	626	2422	892	1284	64	816	330	858	7134	1310	366	738	8414	1783	5549	4007	3100	4254	881	4175	13543	4022	61	6498	5162	6935	7809	2302	1012	4478	4828	2660	139	1027	1909	620	1290	254	1601	4201	9466	613	4382	2527	10220	3539	2696	1201	791	1123	1282	3226	5904	3701	505	8945	7227	1786	367	5189	858	554	759	5978	4831	2411	11280	5179	7025	2570	991	4973	2314	2708	863	4002	373	3119	967	11887	3454	4647	996	4504	4660	666	68	3713	1285	633	645	563	4437	355	3371	4998	2212	2711	976	2213	0	1285	1683	5348	3309	7213	7937	5406	831	2401	2178	4187	394	3872	6035	631	7188	1349	866	1678	6912	523	1887	171	1463	935	487	1681	3629	1789	8342	3934	2778	3460	318	11278	359	378	802	14013	604	1814	10681	4811	2296	3975	8852	816	303	422	5354	886	6001	2461	3248	745	2813	4161	73	1930	7701	12412	7618	453	1277	11571	2854	1426	2875	2726	4522	58	628	1646	4341	2141	50	1078	2304	4300	1102	1166	2370	1139	2565	1501	4807	2489	1648	3782	9749	345	5110	2634	1355	9852	28	7141	1628	763	7759	850	974	3541	465	3077	3406	52	2700	989	7517	172	10065	1967	5792	2765	3184	0	1093	1526	1408	2607	0	347	7173	1304	1871	7090	1746	5263	1444	220	2834	19069	1550	4312	2090	0	1628	7137	14213	523	1673	2549	3439	2771	849	2276	12977	1202	544	762	821	459	508	2335	16862	2280	185	689	3345	3397	2020	267	11988	1717	1055	2387	6720	750	1153	8777	7449	4046	482	8808	1452	1410	1949	1271	16040	1841	4036	3105	1309	478	2852	2224	1591	4077	5476	347	941	238	2107	6680	467	2910	54	4006	3094	1166	6958	3833	3932	566	3416	2991	0	1591	7115	1469	2925	3570	4363	1953	3195	2204	2706	656	2135	2678	3471	1295	6251	2638	0	7480	9998	2481	1461	604	1939	1962	11216	566	1930	689	1857	2221	3450	695	6737	11354	3034	7642	628	15390	512	1258	5906	2983	3515	3028	4117	2877	1497	3430	16638	7970	6840	3961	98	2075	1591	3230	2446	1351	4563	6055	5013	2118	1624	1980	2038	580	153	17578	2024	879	901	1348	3597	6386	2865	24414	4383	0	12261	1988	1808	139	88	2142	10708	3666	1543	5600	4212	3476	5495	136	4027	488	4629	5274	70	11308	1952	2987
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia	42	11914	29905	2769	5381	4534	0	0	16	11	1222	0	0	39	0	8995	19	237	730	468	848	1730	26	2080	4356	426	2484	1237	0	231	4929	6	0	0	0	81	21084	13	195	22075	5543	0	41213	19472	21	198	0	0	872	480	159	216	5	16	14	32	21	4580	7	1009	33507	98	2939	13796	0	10350	10	7398	702	16	62	6	251	634	6441	3551	10383	1745	9719	17495	0	319	10208	616	33	823	0	2	9847	7449	11	0	37076	13	11	1895	7657	38	357	8	529	8	10629	153	0	4	69	0	22064	3455	14756	0	34	8	22	0	0	877	81	1025	0	9	0	26026	1969	85	11	15582	462	12483	597	5	809	4918	0	31347	8	1979	5	57	3304	0	0	7530	0	8711	301	17	1379	603	0	413	61	5501	48	126	3439	471	624	54	26	185	237	3705	0	69	506	43	0	39742	123	6579	2587	98	2063	6327	2910	7	3596	31	20	0	0	12117	3628	50	2013	444	0	35	1239	0	8680	5551	16	2076	37101	182	0	56	6875	25	10496	7311	24593	257	8	410	1561	6542	122	15	25288	9	30	0	74	9	278	21	1765	16	707	174	22451	1965	13	7254	15	222	1370	15	3128	0	280	1799	11350	0	11	39654	0	323	0	1412	0	760	21	0	37	121	14	62359	2914	6787	0	4791	183	13	42	38	16	25	0	0	27	3490	23291	13	0	1136	0	17	30069	0	39	378	1276	147	0	0	10	1021	16720	69	127	59	15672	6	0	8	1103	8011	240	999	316	0	0	437	0	19	25	5776	147	2304	4397	767	1437	38	281	24	603	0	306	0	1244	777	3333	401	9	2303	10635	106	3008	1431	378	0	11	1311	10	2783	188	2170	361	169	476	4	25	566	0	35	44	0	0	157	1047	406	8	22	64	0	0	5645	0	3964	10	5387	0	7433	2956	14	2964	32632	8094	9	8900	15959	16	17	11	14724	260	5967	208	49	21	51	1090	0	397	1898	1138	397	0	18	18	5224	2746	10723	644	253	518	7	2047	20	0	10916	771	1525	10359	14	2998	66	6310	770	17	13	8	103	1448	7	34446	398	6482	37057	1073	2781	1009	0	278	25	14	6223	13	0	22271	25	7960	17	387	710
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
